../data/PR-1787-pg_0.jpg,4708.011828754965,1069.272976119949,5028.622168257974,1387.3286515631744,stamp
../data/PR-1787-pg_0.jpg,4780.819754458836,1273.6461009027444,5103.98475802163,1456.3045811773677,signature
../data/PR-0201-pg_0.jpg,649.7714032932759,770.0427143830207,1009.5015863719735,1144.3909084348809,stamp
../data/PR-0201-pg_0.jpg,653.5847974601879,1028.082386344065,1071.1514587370507,1104.350269682305,signature
../data/PR-0781-pg_0.jpg,764.6174112130695,1316.204963788536,1111.1712323329248,1651.7092427857292,stamp
../data/PR-0781-pg_0.jpg,764.6174112130695,1553.7701194257702,1111.1712323329248,1631.619166199071,signature
../data/PR-0662-pg_0.jpg,3072.7671189023704,2822.6326136130283,3466.0557343445225,3217.6055486073956,stamp
../data/PR-0662-pg_0.jpg,3076.9779177829078,3122.4414939072603,3586.48458232788,3356.5619116651155,signature
../data/PR-1189-pg_0.jpg,5853.025671885935,3333.5133744589075,6196.626860537751,3679.184449789349,stamp
../data/PR-1189-pg_0.jpg,5865.444991957687,3664.695243038971,6170.753277054933,3833.3910073469415,signature
../data/PR-1210-pg_0.jpg,1835.126958508722,1765.3965393039816,2235.4657026789705,2167.646208267405,stamp
../data/PR-1210-pg_0.jpg,2131.320301450911,1975.5982665532765,2764.791870388559,2251.7268991671235,signature
../data/PR-0121-pg_0.jpg,4999.8509870539,1015.3111846350349,5345.522062384342,1363.7421088703104,stamp
../data/PR-0121-pg_0.jpg,4999.8509870539,1251.9682282245387,5383.469984825808,1363.7421088703104,signature
../data/PR-0121-pg_0.jpg,5003.615407431424,1502.1711243284694,5341.507496878143,1827.9415244676825,stamp
../data/PR-0121-pg_0.jpg,5020.709830375938,1980.8149667748712,5358.601919822657,2306.5853669140843,stamp
../data/PR-0121-pg_0.jpg,6604.793023234268,3570.596300614706,6942.685112680987,3896.366700753919,stamp
../data/PR-0261-pg_0.jpg,1084.5483154870726,1719.8447375293808,1403.1693653695484,2035.8541394620001,stamp
../data/PR-1192-pg_0.jpg,6686.94682550891,3335.4305224407894,6983.63058277855,3634.414153797792,stamp
../data/PR-0374-pg_0.jpg,7737.137741861838,3955.7935761561284,8094.971092513091,4308.9595352771485,stamp
../data/PR-0374-pg_0.jpg,7838.264558350235,4215.611704672474,8066.188844743317,4286.400476214352,signature
